AFE_REG_6D_Time,AFE_REG_6D_Value,ECG_Time,ECG_Value,ECG_RAW_Time,ECG_RAW_Value,TIA1-3_Time,TIA1-3_Value,TIA1-3_RAW_Time,TIA1-3_RAW_Value
0.334,10.0,1.336,-0.0011220932006835937,1.336,16775255.0,13.36,-0.3625253677368164,13.36,16143657.0,
0.3345,10.0,1.338,-0.0021102905273437497,1.338,16773528.0,13.38,-0.36058616638183594,13.38,16147046.0,
0.335,10.0,1.34,-0.008117294311523438,1.34,16763030.0,13.4,-0.3582424163818359,13.4,16151142.0,
0.3355,10.0,1.342,-0.013544082641601562,1.342,16753546.0,13.42,-0.35606918334960935,13.42,16154940.0,
0.336,10.0,1.344,-0.010763740539550782,1.344,16758405.0,13.44,-0.3534095764160156,13.44,16159588.0,
0.3365,10.0,1.346,0.0016159057617187499,1.346,2824.0,13.46,-0.35107841491699215,13.46,16163662.0,
0.337,10.0,1.348,0.006990623474121094,1.348,12217.0,13.48,-0.3483135223388672,13.48,16168494.0,
0.3375,10.0,1.35,0.0047092437744140625,1.35,8230.0,13.5,-0.345842170715332,13.5,16172813.0,
0.338,10.0,1.352,-0.0007993698120117187,1.352,16775819.0,13.52,-0.3431997299194336,13.52,16177431.0,
0.3385,10.0,1.354,-0.0013681411743164062,1.354,16774825.0,13.54,-0.34048976898193356,13.54,16182167.0,
0.339,10.0,1.356,-0.008120727539062499,1.356,16763024.0,13.56,-0.3377655029296875,13.56,16186928.0,
0.3395,10.0,1.358,-0.013177299499511718,1.358,16754187.0,13.58,-0.334855842590332,13.58,16192013.0,
0.34,10.0,1.36,-0.013788986206054687,1.36,16753118.0,13.6,-0.33203773498535155,13.6,16196938.0,
0.3405,10.0,1.362,-0.002217864990234375,1.362,16773340.0,13.62,-0.33048362731933595,13.62,16199654.0,
0.341,10.0,1.364,0.00583648681640625,1.364,10200.0,13.64,-0.33074169158935546,13.64,16199203.0,
0.3415,10.0,1.366,0.006745719909667968,1.366,11789.0,13.66,-0.3329120635986328,13.66,16195410.0,
0.342,10.0,1.368,0.00039882659912109374,1.368,697.0,13.68,-0.3348644256591797,13.68,16191998.0,
0.3425,10.0,1.37,0.0035573959350585936,1.37,6217.0,13.7,-0.33702964782714845,13.7,16188214.0,
0.343,10.0,1.372,0.017964935302734374,1.372,31396.0,13.72,-0.3383880615234375,13.72,16185840.0,
0.3435,10.0,1.374,0.01863613128662109,1.374,32569.0,13.74,-0.3392166137695312,13.74,16184392.0,
0.344,10.0,1.376,0.016930961608886717,1.376,29589.0,13.76,-0.3393985748291016,13.76,16184074.0,
0.3445,10.0,1.378,0.02689189910888672,1.378,46997.0,13.78,-0.33878002166748045,13.78,16185155.0,
0.345,10.0,1.38,0.03459434509277343,1.38,60458.0,13.8,-0.3371858596801758,13.8,16187941.0,
0.3455,10.0,1.382,0.038865280151367185,1.382,67922.0,13.82,-0.3355991363525391,13.82,16190714.0,
0.346,10.0,1.384,0.03309917449951172,1.384,57845.0,13.84,-0.3338865280151367,13.84,16193707.0,
0.3465,10.0,1.386,0.030008697509765623,1.386,52444.0,13.86,-0.3323369979858398,13.86,16196415.0,
0.347,10.0,1.388,0.028265762329101562,1.388,49398.0,13.88,-0.3311565399169922,13.88,16198478.0,
0.3475,10.0,1.39,0.021641921997070313,1.39,37822.0,13.9,-0.3304229736328125,13.9,16199760.0,
0.348,10.0,1.392,0.015447235107421874,1.392,26996.0,13.92,-0.32947711944580077,13.92,16201413.0,
0.3485,10.0,1.394,0.018711090087890625,1.394,32700.0,13.94,-0.32952919006347653,13.94,16201322.0,
0.349,10.0,1.396,0.030114555358886717,1.396,52629.0,13.96,-0.32904624938964844,13.96,16202166.0,
0.3495,10.0,1.398,0.03557167053222656,1.398,62166.0,13.98,-0.32816390991210936,13.98,16203708.0,
0.35,10.0,1.4,0.02971057891845703,1.4,51923.0,14.0,-0.3269926071166992,14.0,16205755.0,
0.3505,10.0,1.402,0.013560104370117187,1.402,23698.0,14.02,-0.3253480911254883,14.02,16208629.0,
0.351,10.0,1.404,0.008097267150878907,1.404,14151.0,14.04,-0.3234094619750976,14.04,16212017.0,
0.3515,10.0,1.406,-0.0008113861083984375,1.406,16775798.0,14.06,-0.3212121963500976,14.06,16215857.0,
0.352,10.0,1.408,-0.006427574157714844,1.408,16765983.0,14.08,-0.3191780090332031,14.08,16219412.0,
0.3525,10.0,1.41,-0.009833908081054688,1.41,16760030.0,14.1,-0.3168313980102539,14.1,16223513.0,
0.353,10.0,1.412,0.0022058486938476562,1.412,3855.0,14.12,-0.3146804809570312,14.12,16227272.0,
0.3535,10.0,1.414,0.009326934814453125,1.414,16300.0,14.14,-0.31241626739501954,14.14,16231229.0,
0.354,10.0,1.416,0.008601951599121093,1.416,15033.0,14.16,-0.30984935760498045,14.16,16235715.0,
0.3545,10.0,1.418,0.0028375625610351563,1.418,4959.0,14.18,-0.3072790145874023,14.18,16240207.0,
0.355,10.0,1.42,0.0009532928466796874,1.42,1666.0,14.2,-0.30472469329833984,14.2,16244671.0,
0.3555,10.0,1.422,-0.0037261962890625,1.422,16770704.0,14.22,-0.3020153045654297,14.22,16249406.0,
0.356,10.0,1.424,-0.009959220886230469,1.424,16759811.0,14.24,-0.2996927261352539,14.24,16253465.0,
0.3565,10.0,1.426,-0.013886833190917968,1.426,16752947.0,14.26,-0.29836177825927734,14.26,16255791.0,
0.357,10.0,1.428,-0.005128669738769531,1.428,16768253.0,14.28,-0.2992481231689453,14.28,16254242.0,
0.3575,10.0,1.43,0.004694938659667969,1.43,8205.0,14.3,-0.3017515182495117,14.3,16249867.0,
0.358,10.0,1.432,0.007396316528320312,1.432,12926.0,14.32,-0.3041696548461914,14.32,16245641.0,
0.3585,10.0,1.434,0.0025777816772460938,1.434,4505.0,14.34,-0.3063056945800781,14.34,16241908.0,
0.359,10.0,1.436,-0.00030670166015624997,1.436,16776680.0,14.36,-0.3083444595336914,14.36,16238345.0,
0.3595,10.0,1.438,-0.0018087387084960937,1.438,16774055.0,14.38,-0.30910606384277345,14.38,16237014.0,
0.36,10.0,1.44,-0.008736419677734374,1.44,16761948.0,14.4,-0.3093595504760742,14.4,16236571.0,
0.3605,10.0,1.442,-0.015174293518066406,1.442,16750697.0,14.42,-0.3091672897338867,14.42,16236907.0,
0.361,10.0,1.444,-0.01069793701171875,1.444,16758520.0,14.44,-0.3081001281738281,14.44,16238772.0,
0.3615,10.0,1.446,0.0021177291870117187,1.446,3701.0,14.46,-0.3067153930664062,14.46,16241192.0,
0.362,10.0,1.448,0.006994056701660156,1.448,12223.0,14.48,-0.305375862121582,14.48,16243533.0,
0.3625,10.0,1.45,0.0036558151245117184,1.45,6389.0,14.5,-0.30380916595458984,14.5,16246271.0,
0.363,10.0,1.452,0.0001739501953125,1.452,304.0,14.52,-0.30278263092041013,14.52,16248065.0,
0.3635,10.0,1.454,-0.0003147125244140625,1.454,16776666.0,14.54,-0.30217552185058594,14.54,16249126.0,
0.364,10.0,1.456,-0.006200981140136719,1.456,16766379.0,14.56,-0.3018796920776367,14.56,16249643.0,
0.3645,10.0,1.458,-0.010311126708984375,1.458,16759196.0,14.58,-0.30164165496826173,14.58,16250059.0,
0.365,10.0,1.46,-0.012225151062011719,1.46,16755851.0,14.6,-0.30118160247802733,14.6,16250863.0,
0.3655,10.0,1.462,-0.0012056350708007813,1.462,16775109.0,14.62,-0.30078563690185545,14.62,16251555.0,
0.366,10.0,1.464,0.007681846618652344,1.464,13425.0,14.64,-0.2995885848999023,14.64,16253647.0,
0.3665,10.0,1.466,0.007906150817871093,1.466,13817.0,14.66,-0.29846763610839844,14.66,16255606.0,
0.367,10.0,1.468,0.0021978378295898437,1.468,3841.0,14.68,-0.29696044921875,14.68,16258240.0,
0.3675,10.0,1.47,0.0009944915771484375,1.47,1738.0,14.7,-0.29495601654052733,14.7,16261743.0,
0.368,10.0,1.472,-0.0026859283447265626,1.472,16772522.0,14.72,-0.29309921264648436,14.72,16264988.0,
0.3685,10.0,1.474,-0.009524917602539063,1.474,16760570.0,14.74,-0.29086990356445314,14.74,16268884.0,
0.369,10.0,1.476,-0.014940834045410155,1.476,16751105.0,14.76,-0.2888986587524414,14.76,16272329.0,
0.3695,10.0,1.478,-0.005108070373535156,1.478,16768289.0,14.78,-0.2865549087524414,14.78,16276425.0,
0.37,10.0,1.48,0.0034915924072265623,1.48,6102.0,14.8,-0.28468952178955076,14.8,16279685.0,
0.3705,10.0,1.482,0.0062713623046875,1.482,10960.0,14.82,-0.2823812484741211,14.82,16283719.0,
0.371,10.0,1.484,0.001171875,1.484,2048.0,14.84,-0.2801490783691406,14.84,16287620.0,
0.3715,10.0,1.486,-0.001934051513671875,1.486,16773836.0,14.86,-0.2777383804321289,14.86,16291833.0,
0.372,10.0,1.488,-0.0038274765014648434,1.488,16770527.0,14.88,-0.27654190063476564,14.88,16293924.0,
0.3725,10.0,1.49,-0.010060501098632811,1.49,16759634.0,14.9,-0.2770648956298828,14.9,16293010.0,
0.373,10.0,1.492,-0.015169143676757812,1.492,16750706.0,14.92,-0.2795419692993164,14.92,16288681.0,
0.3735,10.0,1.494,-0.010998916625976561,1.494,16757994.0,14.94,-0.28204708099365233,14.94,16284303.0,
0.374,10.0,1.496,0.00030155181884765624,1.496,527.0,14.96,-0.28479595184326173,14.96,16279499.0,
0.3745,10.0,1.498,0.005939483642578125,1.498,10380.0,14.98,-0.2872312545776367,14.98,16275243.0,
0.375,10.0,1.5,0.003682708740234375,1.5,6436.0,15.0,-0.28875274658203126,15.0,16272584.0,
0.3755,10.0,1.502,-0.0005361557006835937,1.502,16776279.0,15.02,-0.29028453826904294,15.02,16269907.0,
0.376,10.0,1.504,-0.00205535888671875,1.504,16773624.0,15.04,-0.2903623580932617,15.04,16269771.0,
0.3765,10.0,1.506,-0.007403755187988281,1.506,16764277.0,15.06,-0.2903308868408203,15.06,16269826.0,
0.377,10.0,1.508,-0.01326141357421875,1.508,16754040.0,15.08,-0.2892288208007812,15.08,16271752.0,
0.3775,10.0,1.51,-0.013406753540039062,1.51,16753786.0,15.1,-0.28848609924316404,15.1,16273050.0,
0.378,10.0,1.512,-0.002739143371582031,1.512,16772429.0,15.12,-0.28736286163330077,15.12,16275013.0,
0.3785,10.0,1.514,0.0058502197265625,1.514,10224.0,15.14,-0.2869829177856445,15.14,16275677.0,
0.379,10.0,1.516,0.0052162170410156245,1.516,9116.0,15.16,-0.2871803283691406,15.16,16275332.0,
0.3795,10.0,1.518,0.0006563186645507812,1.518,1147.0,15.18,-0.2874755859375,15.18,16274816.0,
0.38,10.0,1.52,0.0005390167236328124,1.52,942.0,15.2,-0.2874406814575195,15.2,16274877.0,
0.3805,10.0,1.522,-0.005938911437988281,1.522,16766837.0,15.22,-0.2875528335571289,15.22,16274681.0,
0.381,10.0,1.524,-0.01174335479736328,1.524,16756693.0,15.24,-0.28784637451171874,15.24,16274168.0,
0.3815,10.0,1.526,-0.013938331604003906,1.526,16752857.0,15.26,-0.28740463256835935,15.26,16274940.0,
0.382,10.0,1.528,-0.005198478698730469,1.528,16768131.0,15.28,-0.2869274139404297,15.28,16275774.0,
0.3825,10.0,1.53,0.0024805068969726562,1.53,4335.0,15.3,-0.28591003417968747,15.3,16277552.0,
0.383,10.0,1.532,0.006878471374511718,1.532,12021.0,15.32,-0.2850494384765625,15.32,16279056.0,
0.3835,10.0,1.534,0.001973533630371094,1.534,3449.0,15.34,-0.2836606979370117,15.34,16281483.0,
0.384,10.0,1.536,-0.0014104843139648438,1.536,16774751.0,15.36,-0.28211231231689454,15.36,16284189.0,
0.3845,10.0,1.538,-0.002328300476074219,1.538,16773147.0,15.38,-0.28037338256835936,15.38,16287228.0,
0.385,10.0,1.54,-0.008991050720214843,1.54,16761503.0,15.4,-0.2785165786743164,15.4,16290473.0,
0.3855,10.0,1.542,-0.014212417602539062,1.542,16752378.0,15.42,-0.2769784927368164,15.42,16293161.0,
0.386,10.0,1.544,-0.009229660034179688,1.544,16761086.0,15.44,-0.2752613067626953,15.44,16296162.0,
0.3865,10.0,1.546,0.002783203125,1.546,4864.0,15.46,-0.273698616027832,15.46,16298893.0,
0.387,10.0,1.548,0.009345817565917968,1.548,16333.0,15.48,-0.2719144821166992,15.48,16302011.0,
0.3875,10.0,1.55,0.006830978393554688,1.55,11938.0,15.5,-0.27130565643310545,15.5,16303075.0,
0.388,10.0,1.552,0.005002784729003906,1.552,8743.0,15.52,-0.2730709075927734,15.52,16299990.0,
0.3885,10.0,1.554,0.006523704528808593,1.554,11401.0,15.54,-0.276287841796875,15.54,16294368.0,
0.389,10.0,1.556,0.0038211822509765622,1.556,6678.0,15.56,-0.28006439208984374,15.56,16287768.0,
0.3895,10.0,1.558,0.005894851684570312,1.558,10302.0,15.58,-0.2838289260864258,15.58,16281189.0,
0.39,10.0,1.56,0.011556243896484375,1.56,20196.0,15.6,-0.2869228363037109,15.6,16275782.0,
0.3905,10.0,1.562,0.0285919189453125,1.562,49968.0,15.62,-0.28948059082031247,15.62,16271312.0,
0.391,10.0,1.564,0.03962574005126953,1.564,69251.0,15.64,-0.2911943435668945,15.64,16268317.0,
0.3915,10.0,1.566,0.03940143585205078,1.566,68859.0,15.66,-0.29219398498535154,15.66,16266570.0,
0.392,10.0,1.568,0.03334121704101562,1.568,58268.0,15.68,-0.29284801483154294,15.68,16265427.0,
0.3925,10.0,1.57,0.022808647155761717,1.57,39861.0,15.7,-0.29286918640136717,15.7,16265390.0,
0.393,10.0,1.572,0.015462112426757811,1.572,27022.0,15.72,-0.29280338287353513,15.72,16265505.0,
0.3935,10.0,1.574,0.006305694580078125,1.574,11020.0,15.74,-0.2928955078125,15.74,16265344.0,
0.394,10.0,1.576,0.0023420333862304685,1.576,4093.0,15.76,-0.2935312271118164,15.76,16264233.0,
0.3945,10.0,1.578,0.009588432312011718,1.578,16757.0,15.78,-0.29448165893554684,15.78,16262572.0,
0.395,10.0,1.58,0.016677474975585936,1.58,29146.0,15.8,-0.2958040237426758,15.8,16260261.0,
0.3955,10.0,1.582,0.021160125732421875,1.582,36980.0,15.82,-0.29685058593749997,15.82,16258432.0,
0.396,10.0,1.584,0.016230010986328123,1.584,28364.0,15.84,-0.2981912612915039,15.84,16256089.0,
0.3965,10.0,1.586,0.010375785827636718,1.586,18133.0,15.86,-0.2992841720581055,15.86,16254179.0,
0.397,10.0,1.588,0.008580780029296875,1.588,14996.0,15.88,-0.29982433319091795,15.88,16253235.0,
0.3975,10.0,1.59,0.0002323150634765625,1.59,406.0,15.9,-0.3001979827880859,15.9,16252582.0,
0.398,10.0,1.592,-0.007450675964355468,1.592,16764195.0,15.92,-0.2999736785888672,15.92,16252974.0,
0.3985,10.0,1.594,-0.006865310668945313,1.594,16765218.0,15.94,-0.2999141693115234,15.94,16253078.0,
0.399,10.0,1.596,0.0011461257934570312,1.596,2003.0,15.96,-0.2992504119873047,15.96,16254238.0,
0.3995,10.0,1.598,0.0025897979736328124,1.598,4526.0,15.98,-0.2988126754760742,15.98,16255003.0,
0.4,10.0,1.6,-0.000638580322265625,1.6,16776100.0,16.0,-0.29814376831054684,16.0,16256172.0,
0.4005,10.0,1.602,-0.005743217468261719,1.602,16767179.0,16.02,-0.2971641540527344,16.02,16257884.0,
0.401,10.0,1.604,-0.005599021911621094,1.604,16767431.0,16.04,-0.29628582000732423,16.04,16259419.0,
0.4015,10.0,1.606,-0.010149765014648437,1.606,16759478.0,16.06,-0.29505329132080077,16.06,16261573.0,
0.402,10.0,1.608,-0.013682556152343749,1.608,16753304.0,16.08,-0.29418354034423827,16.08,16263093.0,
0.4025,10.0,1.61,-0.013415336608886719,1.61,16753771.0,16.1,-0.2943214416503906,16.1,16262852.0,
0.403,10.0,1.612,-0.0015987396240234374,1.612,16774422.0,16.12,-0.29669723510742185,16.12,16258700.0,
0.4035,10.0,1.614,0.0066009521484374995,1.614,11536.0,16.14,-0.30069522857666015,16.14,16251713.0,
0.404,10.0,1.616,0.006694793701171875,1.616,11700.0,16.16,-0.30591545104980467,16.16,16242590.0,
0.4045,10.0,1.618,0.0023557662963867186,1.618,4117.0,16.18,-0.3108198165893555,16.18,16234019.0,
0.405,10.0,1.62,0.00119476318359375,1.62,2088.0,16.2,-0.3154895782470703,16.2,16225858.0,
0.4055,10.0,1.622,-0.004094123840332031,1.622,16770061.0,16.22,-0.3196220397949219,16.22,16218636.0,
0.406,10.0,1.624,-0.009021377563476563,1.624,16761450.0,16.24,-0.32262439727783204,16.24,16213389.0,
0.4065,10.0,1.626,-0.013193893432617187,1.626,16754158.0,16.26,-0.324766731262207,16.26,16209645.0,
0.407,10.0,1.628,-0.004031753540039062,1.628,16770170.0,16.28,-0.3264495849609375,16.28,16206704.0,
0.4075,10.0,1.63,0.004822540283203125,1.63,8428.0,16.3,-0.3270606994628906,16.3,16205636.0,
0.408,10.0,1.632,0.008658027648925782,1.632,15131.0,16.32,-0.3273616790771484,16.32,16205110.0,
0.4085,10.0,1.634,0.003867530822753906,1.634,6759.0,16.34,-0.32814445495605465,16.34,16203742.0,
0.409,10.0,1.636,0.0012559890747070312,1.636,2195.0,16.36,-0.3293638229370117,16.36,16201611.0,
0.4095,10.0,1.638,-0.00011157989501953125,1.638,16777021.0,16.38,-0.3309047698974609,16.38,16198918.0,
0.41,10.0,1.64,-0.00866546630859375,1.64,16762072.0,16.4,-0.3329612731933594,16.4,16195324.0,
0.4105,10.0,1.642,-0.013001632690429686,1.642,16754494.0,16.42,-0.33483295440673827,16.42,16192053.0,
0.411,10.0,1.644,-0.007868385314941407,1.644,16763465.0,16.44,-0.33689517974853517,16.44,16188449.0,
0.4115,10.0,1.646,0.004118156433105469,1.646,7197.0,16.46,-0.33839836120605465,16.46,16185822.0,
0.412,10.0,1.648,0.009090614318847655,1.648,15887.0,16.48,-0.33952560424804684,16.48,16183852.0,
0.4125,10.0,1.65,0.005954360961914062,1.65,10406.0,16.5,-0.34061737060546876,16.5,16181944.0,
0.413,10.0,1.652,0.0013910293579101562,1.652,2431.0,16.52,-0.3414161682128906,16.52,16180548.0,
0.4135,10.0,1.654,-0.00012645721435546874,1.654,16776995.0,16.54,-0.3416891098022461,16.54,16180071.0,
0.414,10.0,1.656,-0.005788993835449219,1.656,16767099.0,16.56,-0.34179039001464845,16.56,16179894.0,
0.4145,10.0,1.658,-0.010612106323242188,1.658,16758670.0,16.58,-0.34160785675048827,16.58,16180213.0,
0.415,10.0,1.66,-0.010676193237304687,1.66,16758558.0,16.6,-0.34134063720703123,16.6,16180680.0,
0.4155,10.0,1.662,0.0017503738403320311,1.662,3059.0,16.62,-0.34111576080322265,16.62,16181073.0,
0.416,10.0,1.664,0.009203910827636719,1.664,16085.0,16.64,-0.34015045166015623,16.64,16182760.0,
0.4165,10.0,1.666,0.007884979248046875,1.666,13780.0,16.66,-0.3400308609008789,16.66,16182969.0,
0.417,10.0,1.668,0.002807807922363281,1.668,4907.0,16.68,-0.33919200897216795,16.68,16184435.0,
0.4175,10.0,1.67,0.001132965087890625,1.67,1980.0,16.7,-0.3397378921508789,16.7,16183481.0,
0.418,10.0,1.672,-0.00338287353515625,1.672,16771304.0,16.72,-0.34212341308593747,16.72,16179312.0,
0.4185,10.0,1.674,-0.009373283386230469,1.674,16760835.0,16.74,-0.3465110778808594,16.74,16171644.0,
0.419,10.0,1.676,-0.012694358825683594,1.676,16755031.0,16.76,-0.35216503143310546,16.76,16161763.0,
0.4195,10.0,1.678,-0.0019575119018554687,1.678,16773795.0,16.78,-0.3574230194091797,16.78,16152574.0,
0.42,10.0,1.68,0.006115150451660156,1.68,10687.0,16.8,-0.3626409530639648,16.8,16143455.0,
0.4205,10.0,1.682,0.008677482604980469,1.682,15165.0,16.82,-0.3669382095336914,16.82,16135945.0,
0.421,10.0,1.684,0.004127311706542969,1.684,7213.0,16.84,-0.37072277069091797,16.84,16129331.0,
0.4215,10.0,1.686,0.0015386581420898436,1.686,2689.0,16.86,-0.373307991027832,16.86,16124813.0,
0.422,10.0,1.688,-0.0010042190551757812,1.688,16775461.0,16.88,-0.37472076416015626,16.88,16122344.0,
0.4225,10.0,1.69,-0.007579994201660156,1.69,16763969.0,16.9,-0.375421142578125,16.9,16121120.0,
0.423,10.0,1.692,-0.01214447021484375,1.692,16755992.0,16.92,-0.3759727478027344,16.92,16120156.0,
0.4235,10.0,1.694,-0.00704498291015625,1.694,16764904.0,16.94,-0.3766324996948242,16.94,16119003.0,
0.424,10.0,1.696,0.0038309097290039062,1.696,6695.0,16.96,-0.3776447296142578,16.96,16117234.0,
0.4245,10.0,1.698,0.009794998168945312,1.698,17118.0,16.98,-0.3796417236328125,16.98,16113744.0,
0.425,10.0,1.7,0.007307624816894531,1.7,12771.0,17.0,-0.3815923690795898,17.0,16110335.0,
0.4255,10.0,1.702,0.011953353881835938,1.702,20890.0,17.02,-0.3835739135742187,17.02,16106872.0,
0.426,10.0,1.704,0.014095115661621093,1.704,24633.0,17.04,-0.38584041595458984,17.04,16102911.0,
0.4265,10.0,1.706,0.0003879547119140625,1.706,678.0,17.06,-0.38763427734375,17.06,16099776.0,
0.427,10.0,1.708,-0.005627059936523437,1.708,16767382.0,17.08,-0.3888679504394531,17.08,16097620.0,
0.4275,10.0,1.71,-0.009166145324707031,1.71,16761197.0,17.1,-0.3898921966552734,17.1,16095830.0,
0.428,10.0,1.712,0.003196907043457031,1.712,5587.0,17.12,-0.39001007080078126,17.12,16095624.0,
0.4285,10.0,1.714,0.011302757263183593,1.714,19753.0,17.14,-0.39051132202148436,17.14,16094748.0,
0.429,10.0,1.716,0.009712028503417968,1.716,16973.0,17.16,-0.39044551849365233,17.16,16094863.0,
0.4295,10.0,1.718,0.005042839050292969,1.718,8813.0,17.18,-0.38980865478515625,17.18,16095976.0,
0.43,10.0,1.72,0.0033931732177734375,1.72,5930.0,17.2,-0.38939323425292965,17.2,16096702.0,
0.4305,10.0,1.722,-0.0022418975830078122,1.722,16773298.0,17.22,-0.3890974044799805,17.22,16097219.0,
0.431,10.0,1.724,-0.007770538330078125,1.724,16763636.0,17.24,-0.38846168518066404,17.24,16098330.0,
0.4315,10.0,1.726,-0.010573768615722656,1.726,16758737.0,17.26,-0.38781166076660156,17.26,16099466.0,
0.432,10.0,1.728,0.0003833770751953125,1.728,670.0,17.28,-0.38762454986572265,17.28,16099793.0,
0.4325,10.0,1.73,0.008684921264648437,1.73,15178.0,17.3,-0.3891855239868164,17.3,16097065.0,
0.433,10.0,1.732,0.011023521423339844,1.732,19265.0,17.32,-0.39352855682373045,17.32,16089475.0,
0.4335,10.0,1.734,0.00585479736328125,1.734,10232.0,17.34,-0.39931468963623046,17.34,16079363.0,
0.434,10.0,1.736,0.0037570953369140624,1.736,6566.0,17.36,-0.40549564361572266,17.36,16068561.0,
0.4345,10.0,1.738,0.0014905929565429688,1.738,2605.0,17.38,-0.41148719787597654,17.38,16058090.0,
0.435,10.0,1.74,-0.0052471160888671875,1.74,16768046.0,17.4,-0.4160837173461914,17.4,16050057.0,
0.4355,10.0,1.742,-0.009241676330566407,1.742,16761065.0,17.42,-0.42041244506835934,17.42,16042492.0,
0.436,10.0,1.744,-0.00379486083984375,1.744,16770584.0,17.44,-0.4232442855834961,17.44,16037543.0,
0.4365,10.0,1.746,0.00698089599609375,1.746,12200.0,17.46,-0.42543869018554686,17.46,16033708.0,
0.437,10.0,1.748,0.01240711212158203,1.748,21683.0,17.48,-0.4267547607421875,17.48,16031408.0,
0.4375,10.0,1.75,0.009622764587402343,1.75,16817.0,17.5,-0.4270940780639648,17.5,16030815.0,
0.438,10.0,1.752,0.005290031433105469,1.752,9245.0,17.52,-0.4277486801147461,17.52,16029671.0,
0.4385,10.0,1.754,0.004601669311523437,1.754,8042.0,17.54,-0.428851318359375,17.54,16027744.0,
0.439,10.0,1.756,-0.0019231796264648437,1.756,16773855.0,17.56,-0.43028812408447265,17.56,16025233.0,
0.4395,10.0,1.758,-0.007407188415527344,1.758,16764271.0,17.58,-0.43216495513916015,17.58,16021953.0,
0.44,10.0,1.76,-0.006988334655761719,1.76,16765003.0,17.6,-0.4342168807983398,17.6,16018367.0,
0.4405,10.0,1.762,0.004718971252441406,1.762,8247.0,17.62,-0.43628768920898436,17.62,16014748.0,
0.441,10.0,1.764,0.01326770782470703,1.764,23187.0,17.64,-0.43812904357910154,17.64,16011530.0,
0.4415,10.0,1.766,0.012500381469726563,1.766,21846.0,17.66,-0.4394359588623047,17.66,16009246.0,
0.442,10.0,1.768,0.007685279846191406,1.768,13431.0,17.68,-0.44035377502441403,17.68,16007642.0,
0.4425,10.0,1.77,0.006254768371582031,1.77,10931.0,17.7,-0.4405660629272461,17.7,16007271.0,
0.443,10.0,1.772,0.0011089324951171875,1.772,1938.0,17.72,-0.4404693603515625,17.72,16007440.0,
0.4435,10.0,1.774,-0.0034292221069335935,1.774,16771223.0,17.74,-0.44025077819824215,17.74,16007822.0,
0.444,10.0,1.776,-0.006810379028320312,1.776,16765314.0,17.76,-0.4396053314208984,17.76,16008950.0,
0.4445,10.0,1.778,0.0035013198852539063,1.778,6119.0,17.78,-0.4391658782958984,17.78,16009718.0,
0.445,10.0,1.78,0.012179374694824219,1.78,21285.0,17.8,-0.438398551940918,17.8,16011059.0,
0.4455,10.0,1.782,0.01483325958251953,1.782,25923.0,17.82,-0.43718719482421875,17.82,16013176.0,
0.446,10.0,1.784,0.010308837890625,1.784,18016.0,17.84,-0.4362253189086914,17.84,16014857.0,
0.4465,10.0,1.786,0.007478141784667968,1.786,13069.0,17.86,-0.43576469421386715,17.86,16015662.0,
0.447,10.0,1.788,0.004998207092285156,1.788,8735.0,17.88,-0.4369474411010742,17.88,16013595.0,
0.4475,10.0,1.79,-0.0013898849487304686,1.79,16774787.0,17.9,-0.44139232635498044,17.9,16005827.0,
0.448,10.0,1.792,-0.005640220642089844,1.792,16767359.0,17.92,-0.44758243560791017,17.92,15995009.0,
0.4485,10.0,1.794,-0.00022487640380859373,1.794,16776823.0,17.94,-0.45437965393066404,17.94,15983130.0,
0.449,10.0,1.796,0.010420417785644532,1.796,18211.0,17.96,-0.46097431182861326,17.96,15971605.0,
0.4495,10.0,1.798,0.016010284423828125,1.798,27980.0,17.98,-0.4663684844970703,17.98,15962178.0,
0.45,10.0,1.8,0.012626266479492188,1.8,22066.0,18.0,-0.4713541030883789,18.0,15953465.0,
0.4505,10.0,1.802,0.009266281127929687,1.802,16194.0,18.02,-0.47496356964111325,18.02,15947157.0,
0.451,10.0,1.804,0.007880973815917968,1.804,13773.0,18.04,-0.4777627944946289,18.04,15942265.0,
0.4515,10.0,1.806,0.0002758026123046875,1.806,482.0,18.06,-0.4792407989501953,18.06,15939682.0,
0.452,10.0,1.808,-0.004771041870117188,1.808,16768878.0,18.08,-0.4801300048828125,18.08,15938128.0,
0.4525,10.0,1.81,-0.004836845397949219,1.81,16768763.0,18.1,-0.48099517822265625,18.1,15936616.0,
0.453,10.0,1.812,0.006821823120117187,1.812,11922.0,18.12,-0.48199825286865233,18.12,15934863.0,
0.4535,10.0,1.814,0.012412834167480468,1.814,21693.0,18.14,-0.4836433410644531,18.14,15931988.0,
0.454,10.0,1.816,0.0119110107421875,1.816,20816.0,18.16,-0.48601512908935546,18.16,15927843.0,
0.4545,10.0,1.818,0.007152557373046875,1.818,12500.0,18.18,-0.4883525848388672,18.18,15923758.0,
0.455,10.0,1.82,0.00613861083984375,1.82,10728.0,18.2,-0.49043827056884765,18.2,15920113.0,
0.4555,10.0,1.822,-0.0005779266357421875,1.822,16776206.0,18.22,-0.4925033569335937,18.22,15916504.0,
0.456,10.0,1.824,-0.005377578735351563,1.824,16767818.0,18.24,-0.49389667510986324,18.24,15914069.0,
