AFE_REG_6D_Time,AFE_REG_6D_Value,ECG_Time,ECG_Value,ECG_RAW_Time,ECG_RAW_Value,TIA1-3_Time,TIA1-3_Value,TIA1-3_RAW_Time,TIA1-3_RAW_Value
,,7.768,-0.005683135986328125,7.768,16767284.0,,,,,
,,7.77,-0.011229515075683594,7.77,16757591.0,,,,,
,,7.772,-0.011832046508789062,7.772,16756538.0,,,,,
,,7.774,-0.000629425048828125,7.774,16776116.0,,,,,
,,7.776,0.007236099243164062,7.776,12646.0,,,,,
,,7.778,0.006651878356933594,7.778,11625.0,,,,,
,,7.78,0.0017457962036132812,7.78,3051.0,,,,,
,,7.782,1.0299682617187499e-05,7.782,18.0,,,,,
,,7.784,-0.004194831848144531,7.784,16769885.0,,,,,
,,7.786,-0.008971595764160156,7.786,16761537.0,,,,,
,,7.788,-0.013704299926757812,7.788,16753266.0,,,,,
,,7.79,-0.003849220275878906,7.79,16770489.0,,,,,
,,7.792,0.004244041442871094,7.792,7417.0,,,,,
,,7.794,0.007834625244140624,7.794,13692.0,,,,,
,,7.796,0.0027311325073242185,7.796,4773.0,,,,,
,,7.798,-0.00023345947265624998,7.798,16776808.0,,,,,
,,7.8,-0.0010517120361328125,7.8,16775378.0,,,,,
,,7.802,-0.009067153930664063,7.802,16761370.0,,,,,
,,7.804,-0.01326141357421875,7.804,16754040.0,,,,,
,,7.806,-0.006776618957519531,7.806,16765373.0,,,,,
,,7.808,0.0023443222045898436,7.808,4097.0,,,,,
,,7.81,0.008202552795410156,7.81,14335.0,,,,,
,,7.812,0.005026817321777344,7.812,8785.0,,,,,
,,7.814,0.0008548736572265625,7.814,1494.0,,,,,
,,7.816,-0.0005670547485351563,7.816,16776225.0,,,,,
,,7.818,-0.007331657409667968,7.818,16764403.0,,,,,
,,7.82,-0.012032890319824218,7.82,16756187.0,,,,,
,,7.822,-0.011567115783691406,7.822,16757001.0,,,,,
,,7.824,1.71661376953125e-05,7.824,30.0,,,,,
,,7.826,0.007419776916503906,7.826,12967.0,,,,,
,,7.828,0.007621192932128906,7.828,13319.0,,,,,
,,7.83,0.00103912353515625,7.83,1816.0,,,,,
,,7.832,0.0005865097045898438,7.832,1025.0,,,,,
,,7.834,-0.0052848815917968745,7.834,16767980.0,,,,,
,,7.836,-0.01054229736328125,7.836,16758792.0,,,,,
,,7.838,-0.012872314453125,7.838,16754720.0,,,,,
,,7.84,-0.0034440994262695313,7.84,16771197.0,,,,,
,,7.842,0.004822540283203125,7.842,8428.0,,,,,
,,7.844,0.006877326965332031,7.844,12019.0,,,,,
,,7.846,0.002272796630859375,7.846,3972.0,,,,,
,,7.848,-0.000441741943359375,7.848,16776444.0,,,,,
,,7.85,-0.0030200958251953122,7.85,16771938.0,,,,,
,,7.852,-0.009461402893066406,7.852,16760681.0,,,,,
,,7.854,-0.013285446166992187,7.854,16753998.0,,,,,
,,7.856,-0.007482719421386719,7.856,16764139.0,,,,,
,,7.858,0.0028999328613281247,7.858,5068.0,,,,,
,,7.86,0.007999420166015625,7.86,13980.0,,,,,
,,7.862,0.005271148681640625,7.862,9212.0,,,,,
,,7.864,0.0002689361572265625,7.864,470.0,,,,,
,,7.866,-0.001519775390625,7.866,16774560.0,,,,,
,,7.868,-0.0061511993408203125,7.868,16766466.0,,,,,
,,7.87,-0.011662101745605469,7.87,16756835.0,,,,,
,,7.872,-0.011392021179199218,7.872,16757307.0,,,,,
,,7.874,0.0003444671630859375,7.874,602.0,,,,,
,,7.876,0.008137321472167969,7.876,14221.0,,,,,
,,7.878,0.006826972961425781,7.878,11931.0,,,,,
,,7.88,0.0023529052734375,7.88,4112.0,,,,,
,,7.882,0.0007570266723632812,7.882,1323.0,,,,,
,,7.884,-0.004546737670898437,7.884,16769270.0,,,,,
,,7.886,-0.009829330444335937,7.886,16760038.0,,,,,
,,7.888,-0.013091468811035156,7.888,16754337.0,,,,,
,,7.89,-0.0024118423461914062,7.89,16773001.0,,,,,
,,7.892,0.005699729919433593,7.892,9961.0,,,,,
,,7.894,0.009366416931152343,7.894,16369.0,,,,,
,,7.896,0.004406547546386718,7.896,7701.0,,,,,
,,7.898,0.002395820617675781,7.898,4187.0,,,,,
,,7.9,-0.00069122314453125,7.9,16776008.0,,,,,
,,7.902,-0.006791496276855468,7.902,16765347.0,,,,,
,,7.904,-0.010596656799316406,7.904,16758697.0,,,,,
,,7.906,-0.006698226928710937,7.906,16765510.0,,,,,
,,7.908,0.0062347412109374995,7.908,10896.0,,,,,
,,7.91,0.00976409912109375,7.91,17064.0,,,,,
,,7.912,0.005035972595214843,7.912,8801.0,,,,,
,,7.914,0.0018018722534179686,7.914,3149.0,,,,,
,,7.916,0.0007244110107421875,7.916,1266.0,,,,,
,,7.918,-0.006538581848144531,7.918,16765789.0,,,,,
,,7.92,-0.01188068389892578,7.92,16756453.0,,,,,
,,7.922,-0.011848068237304688,7.922,16756510.0,,,,,
,,7.924,-1.659393310546875e-05,7.924,16777187.0,,,,,
,,7.926,0.006740570068359375,7.926,11780.0,,,,,
,,7.928,0.006578636169433594,7.928,11497.0,,,,,
,,7.93,0.001416778564453125,7.93,2476.0,,,,,
,,7.932,-0.00034675598144531247,7.932,16776610.0,,,,,
,,7.934,-0.005171012878417969,7.934,16768179.0,,,,,
,,7.936,-0.010434722900390625,7.936,16758980.0,,,,,
,,7.938,-0.012908363342285156,7.938,16754657.0,,,,,
,,7.94,-0.0031957626342773438,7.94,16771631.0,,,,,
,,7.942,0.004592514038085937,7.942,8026.0,,,,,
,,7.944,0.007403182983398437,7.944,12938.0,,,,,
,,7.946,0.0022733688354492185,7.946,3973.0,,,,,
,,7.948,0.0003513336181640625,7.948,614.0,,,,,
,,7.95,-0.00168914794921875,7.95,16774264.0,,,,,
,,7.952,-0.008251190185546875,7.952,16762796.0,,,,,
,,7.954,-0.011798858642578125,7.954,16756596.0,,,,,
,,7.956,-0.00605621337890625,7.956,16766632.0,,,,,
,,7.958,0.004408836364746094,7.958,7705.0,,,,,
,,7.96,0.008791923522949219,7.96,15365.0,,,,,
,,7.962,0.005720901489257813,7.962,9998.0,,,,,
,,7.964,0.002272224426269531,7.964,3971.0,,,,,
,,7.966,0.001963233947753906,7.966,3431.0,,,,,
,,7.968,-0.004601097106933593,7.968,16769175.0,,,,,
,,7.97,-0.010280799865722655,7.97,16759249.0,,,,,
,,7.972,-0.008556175231933593,7.972,16762263.0,,,,,
,,7.974,0.002771186828613281,7.974,4843.0,,,,,
,,7.976,0.011448097229003905,7.976,20007.0,,,,,
,,7.978,0.008271217346191406,7.978,14455.0,,,,,
,,7.98,0.005898857116699218,7.98,10309.0,,,,,
,,7.982,0.0030498504638671875,7.982,5330.0,,,,,
,,7.984,-0.002570343017578125,7.984,16772724.0,,,,,
,,7.986,-0.006542587280273437,7.986,16765782.0,,,,,
,,7.988,-0.00850696563720703,7.988,16762349.0,,,,,
,,7.99,0.0020782470703125,7.99,3632.0,,,,,
,,7.992,0.010558891296386718,7.992,18453.0,,,,,
,,7.994,0.011923599243164062,7.994,20838.0,,,,,
,,7.996,0.006719970703125,7.996,11744.0,,,,,
,,7.998,0.004844856262207031,7.998,8467.0,,,,,
,,8.0,0.0024112701416015626,8.0,4214.0,,,,,
,,8.002,-0.003265571594238281,8.002,16771509.0,,,,,
,,8.004,-0.007533645629882812,8.004,16764050.0,,,,,
,,8.006,-0.0005384445190429688,8.006,16776275.0,,,,,
,,8.008,0.010189247131347655,8.008,17807.0,,,,,
,,8.01,0.016359901428222655,8.01,28591.0,,,,,
,,8.012,0.013655662536621094,8.012,23865.0,,,,,
,,8.014,0.011495018005371093,8.014,20089.0,,,,,
,,8.016,0.010629844665527343,8.016,18577.0,,,,,
,,8.018,0.0028083801269531247,8.018,4908.0,,,,,
,,8.02,-0.0020565032958984376,8.02,16773622.0,,,,,
,,8.022,-0.0007884979248046875,8.022,16775838.0,,,,,
,,8.024,0.00920562744140625,8.024,16088.0,,,,,
,,8.026,0.015906143188476562,8.026,27798.0,,,,,
,,8.028,0.012500381469726563,8.028,21846.0,,,,,
,,8.03,0.007081031799316406,8.03,12375.0,,,,,
,,8.032,0.0032232284545898435,8.032,5633.0,,,,,
,,8.034,-0.004304122924804687,8.034,16769694.0,,,,,
,,8.036,-0.014418983459472656,8.036,16752017.0,,,,,
,,8.038,-0.016754150390625,8.038,16747936.0,,,,,
,,8.04,-0.007851219177246094,8.04,16763495.0,,,,,
,,8.042,0.0017858505249023437,8.042,3121.0,,,,,
,,8.044,0.0063571929931640625,8.044,11110.0,,,,,
,,8.046,0.0020290374755859374,8.046,3546.0,,,,,
,,8.048,0.0014430999755859375,8.048,2522.0,,,,,
,,8.05,-0.0018201828002929687,8.05,16774035.0,,,,,
,,8.052,-0.006491661071777344,8.052,16765871.0,,,,,
,,8.054,-0.01058349609375,8.054,16758720.0,,,,,
,,8.056,-0.003536224365234375,8.056,16771036.0,,,,,
,,8.058,0.006060218811035156,8.058,10591.0,,,,,
,,8.06,0.009848213195800782,8.06,17211.0,,,,,
,,8.062,0.006290817260742187,8.062,10994.0,,,,,
,,8.064,0.0017692565917968748,8.064,3092.0,,,,,
,,8.066,0.0002580642700195312,8.066,451.0,,,,,
,,8.068,-0.004974174499511719,8.068,16768523.0,,,,,
,,8.07,-0.009839057922363281,8.07,16760021.0,,,,,
,,8.072,-0.008128166198730469,8.072,16763011.0,,,,,
,,8.074,0.002919960021972656,8.074,5103.0,,,,,
,,8.076,0.010577774047851563,8.076,18486.0,,,,,
,,8.078,0.008728408813476562,8.078,15254.0,,,,,
,,8.08,0.0038909912109375,8.08,6800.0,,,,,
,,8.082,0.0024129867553710936,8.082,4217.0,,,,,
,,8.084,-0.0029033660888671876,8.084,16772142.0,,,,,
,,8.086,-0.008224868774414062,8.086,16762842.0,,,,,
,,8.088,-0.009037399291992187,8.088,16761422.0,,,,,
,,8.09,0.0009361267089843749,8.09,1636.0,,,,,
,,8.092,0.00756683349609375,8.092,13224.0,,,,,
,,8.094,0.009825897216796874,8.094,17172.0,,,,,
,,8.096,0.005431365966796875,8.096,9492.0,,,,,
,,8.098,0.0026721954345703125,8.098,4670.0,,,,,
,,8.1,-0.00018482208251953123,8.1,16776893.0,,,,,
,,8.102,-0.006079673767089844,8.102,16766591.0,,,,,
,,8.104,-0.010147476196289062,8.104,16759482.0,,,,,
,,8.106,-0.00296630859375,8.106,16772032.0,,,,,
,,8.108,0.005964088439941406,8.108,10423.0,,,,,
,,8.11,0.011710166931152344,8.11,20465.0,,,,,
,,8.112,0.006782913208007812,8.112,11854.0,,,,,
,,8.114,0.0032644271850585938,8.114,5705.0,,,,,
,,8.116,0.0016027450561523437,8.116,2801.0,,,,,
,,8.118,-0.00440826416015625,8.118,16769512.0,,,,,
,,8.12,-0.009777259826660155,8.12,16760129.0,,,,,
,,8.122,-0.008012008666992186,8.122,16763214.0,,,,,
,,8.124,0.0037342071533203124,8.124,6526.0,,,,,
,,8.126,0.011097335815429687,8.126,19394.0,,,,,
,,8.128,0.008449172973632813,8.128,14766.0,,,,,
,,8.13,0.00471954345703125,8.13,8248.0,,,,,
,,8.132,0.004050636291503906,8.132,7079.0,,,,,
,,8.134,-0.0022733688354492185,8.134,16773243.0,,,,,
,,8.136,-0.007510185241699219,8.136,16764091.0,,,,,
,,8.138,-0.008861160278320313,8.138,16761730.0,,,,,
,,8.14,0.0011335372924804687,8.14,1981.0,,,,,
,,8.142,0.00913238525390625,8.142,15960.0,,,,,
,,8.144,0.010823822021484375,8.144,18916.0,,,,,
,,8.146,0.007512474060058593,8.146,13129.0,,,,,
,,8.148,0.0035436630249023435,8.148,6193.0,,,,,
,,8.15,0.0006654739379882812,8.15,1163.0,,,,,
,,8.152,-0.005370712280273437,8.152,16767830.0,,,,,
,,8.154,-0.010314559936523438,8.154,16759190.0,,,,,
,,8.156,-0.0005905151367187499,8.156,16776184.0,,,,,
,,8.158,0.0071697235107421875,8.158,12530.0,,,,,
,,8.16,0.01142578125,8.16,19968.0,,,,,
,,8.162,0.008065223693847656,8.162,14095.0,,,,,
,,8.164,0.0037862777709960936,8.164,6617.0,,,,,
,,8.166,0.002803802490234375,8.166,4900.0,,,,,
,,8.168,-0.0037593841552734375,8.168,16770646.0,,,,,
,,8.17,-0.007895851135253906,8.17,16763417.0,,,,,
,,8.172,-0.004746437072753906,8.172,16768921.0,,,,,
,,8.174,0.005254554748535156,8.174,9183.0,,,,,
,,8.176,0.011804008483886718,8.176,20629.0,,,,,
,,8.178,0.010314559936523438,8.178,18026.0,,,,,
,,8.18,0.0058765411376953125,8.18,10270.0,,,,,
,,8.182,0.005335235595703125,8.182,9324.0,,,,,
,,8.184,-0.0013973236083984375,8.184,16774774.0,,,,,
,,8.186,-0.005591583251953125,8.186,16767444.0,,,,,
,,8.188,-0.0077991485595703125,8.188,16763586.0,,,,,
,,8.19,0.0033084869384765623,8.19,5782.0,,,,,
,,8.192,0.011339378356933593,8.192,19817.0,,,,,
,,8.194,0.012872314453125,8.194,22496.0,,,,,
,,8.196,0.007125663757324218,8.196,12453.0,,,,,
,,8.198,0.005791282653808593,8.198,10121.0,,,,,
,,8.2,0.0027219772338867186,8.2,4757.0,,,,,
,,8.202,-0.004992485046386719,8.202,16768491.0,,,,,
,,8.204,-0.008458900451660156,8.204,16762433.0,,,,,
,,8.206,2.5177001953125e-05,8.206,44.0,,,,,
,,8.208,0.011006355285644531,8.208,19235.0,,,,,
,,8.21,0.014180374145507811,8.21,24782.0,,,,,
,,8.212,0.008555603027343749,8.212,14952.0,,,,,
,,8.214,0.007233810424804687,8.214,12642.0,,,,,
,,8.216,0.004802513122558594,8.216,8393.0,,,,,
,,8.218,-0.0024684906005859376,8.218,16772902.0,,,,,
,,8.22,-0.007087326049804687,8.22,16764830.0,,,,,
,,8.222,-0.004380226135253906,8.222,16769561.0,,,,,
,,8.224,0.0075531005859375,8.224,13200.0,,,,,
,,8.226,0.013371849060058593,8.226,23369.0,,,,,
,,8.228,0.012027740478515625,8.228,21020.0,,,,,
,,8.23,0.006707954406738281,8.23,11723.0,,,,,
,,8.232,0.006022453308105469,8.232,10525.0,,,,,
,,8.234,8.869171142578125e-05,8.234,155.0,,,,,
,,8.236,-0.004629707336425781,8.236,16769125.0,,,,,
,,8.238,-0.005976676940917969,8.238,16766771.0,,,,,
,,8.24,0.004752159118652344,8.24,8305.0,,,,,
,,8.242,0.012809371948242188,8.242,22386.0,,,,,
,,8.244,0.013108062744140624,8.244,22908.0,,,,,
,,8.246,0.008147048950195312,8.246,14238.0,,,,,
,,8.248,0.006610107421875,8.248,11552.0,,,,,
,,8.25,0.0026973724365234376,8.25,4714.0,,,,,
,,8.252,-0.004291534423828125,8.252,16769716.0,,,,,
,,8.254,-0.008173942565917969,8.254,16762931.0,,,,,
,,8.256,-0.0007535934448242187,8.256,16775899.0,,,,,
,,8.258,0.009066581726074219,8.258,15845.0,,,,,
,,8.26,0.012458038330078124,8.26,21772.0,,,,,
,,8.262,0.007818031311035156,8.262,13663.0,,,,,
,,8.264,0.0032117843627929685,8.264,5613.0,,,,,
,,8.266,0.0034847259521484375,8.266,6090.0,,,,,
,,8.268,-0.005095481872558594,8.268,16768311.0,,,,,
,,8.27,-0.008320426940917969,8.27,16762675.0,,,,,
,,8.272,-0.0068870544433593745,8.272,16765180.0,,,,,
,,8.274,0.0039642333984375,8.274,6928.0,,,,,
,,8.276,0.009576416015625,8.276,16736.0,,,,,
,,8.278,0.007982826232910157,8.278,13951.0,,,,,
,,8.28,0.0028718948364257813,8.28,5019.0,,,,,
,,8.282,0.002075386047363281,8.282,3627.0,,,,,
,,8.284,-0.0045375823974609375,8.284,16769286.0,,,,,
,,8.286,-0.009402465820312499,8.286,16760784.0,,,,,
,,8.288,-0.010545730590820312,8.288,16758786.0,,,,,
,,8.29,0.00039997100830078123,8.29,699.0,,,,,
,,8.292,0.009162712097167968,8.292,16013.0,,,,,
,,8.294,0.009479713439941405,8.294,16567.0,,,,,
,,8.296,0.003953361511230468,8.296,6909.0,,,,,
,,8.298,0.0026773452758789063,8.298,4679.0,,,,,
,,8.3,-0.0013034820556640625,8.3,16774938.0,,,,,
,,8.302,-0.007905006408691406,8.302,16763401.0,,,,,
,,8.304,-0.011505889892578124,8.304,16757108.0,,,,,
,,8.306,-0.0024181365966796874,8.306,16772990.0,,,,,
,,8.308,0.00545196533203125,8.308,9528.0,,,,,
,,8.31,0.009486579895019531,8.31,16579.0,,,,,
,,8.312,0.005938911437988281,8.312,10379.0,,,,,
,,8.314,0.0004640579223632812,8.314,811.0,,,,,
,,8.316,0.0010791778564453124,8.316,1886.0,,,,,
,,8.318,-0.006180381774902343,8.318,16766415.0,,,,,
,,8.32,-0.011077880859375,8.32,16757856.0,,,,,
,,8.322,-0.007385444641113281,8.322,16764309.0,,,,,
,,8.324,0.003366851806640625,8.324,5884.0,,,,,
,,8.326,0.009542083740234375,8.326,16676.0,,,,,
,,8.328,0.0068115234375,8.328,11904.0,,,,,
,,8.33,0.0031219482421875,8.33,5456.0,,,,,
,,8.332,0.00235748291015625,8.332,4120.0,,,,,
,,8.334,-0.004722404479980469,8.334,16768963.0,,,,,
,,8.336,-0.009212493896484375,8.336,16761116.0,,,,,
,,8.338,-0.010280227661132813,8.338,16759250.0,,,,,
,,8.34,-7.43865966796875e-05,8.34,16777086.0,,,,,
,,8.342,0.007716178894042969,8.342,13485.0,,,,,
,,8.344,0.008625411987304687,8.344,15074.0,,,,,
,,8.346,0.003153419494628906,8.346,5511.0,,,,,
,,8.348,0.0020055770874023438,8.348,3505.0,,,,,
,,8.35,-0.0010705947875976562,8.35,16775345.0,,,,,
,,8.352,-0.008345603942871094,8.352,16762631.0,,,,,
,,8.354,-0.011742782592773436,8.354,16756694.0,,,,,
,,8.356,-0.003661537170410156,8.356,16770817.0,,,,,
,,8.358,0.005189323425292968,8.358,9069.0,,,,,
,,8.36,0.008698081970214844,8.36,15201.0,,,,,
,,8.362,0.003981399536132813,8.362,6958.0,,,,,
,,8.364,0.0010665893554687499,8.364,1864.0,,,,,
,,8.366,0.0002231597900390625,8.366,390.0,,,,,
,,8.368,-0.006753158569335937,8.368,16765414.0,,,,,
,,8.37,-0.011422348022460936,8.37,16757254.0,,,,,
,,8.372,-0.008379936218261719,8.372,16762571.0,,,,,
,,8.374,0.003299903869628906,8.374,5767.0,,,,,
,,8.376,0.008711814880371094,8.376,15225.0,,,,,
,,8.378,0.006750869750976563,8.378,11798.0,,,,,
,,8.38,0.0021383285522460936,8.38,3737.0,,,,,
,,8.382,0.0016239166259765625,8.382,2838.0,,,,,
,,8.384,-0.005229949951171875,8.384,16768076.0,,,,,
,,8.386,-0.010332870483398437,8.386,16759158.0,,,,,
,,8.388,-0.0122589111328125,8.388,16755792.0,,,,,
,,8.39,0.0008823394775390624,8.39,1542.0,,,,,
,,8.392,0.006656455993652344,8.392,11633.0,,,,,
,,8.394,0.008357620239257813,8.394,14606.0,,,,,
,,8.396,0.00296630859375,8.396,5184.0,,,,,
,,8.398,0.0012531280517578125,8.398,2190.0,,,,,
,,8.4,-0.0015432357788085938,8.4,16774519.0,,,,,
,,8.402,-0.008465766906738281,8.402,16762421.0,,,,,
,,8.404,-0.012722969055175781,8.404,16754981.0,,,,,
,,8.406,-0.0036529541015624997,8.406,16770832.0,,,,,
,,8.408,0.004003715515136719,8.408,6997.0,,,,,
,,8.41,0.008472061157226563,8.41,14806.0,,,,,
,,8.412,0.003582000732421875,8.412,6260.0,,,,,
,,8.414,0.0006557464599609375,8.414,1146.0,,,,,
,,8.416,-0.00041141510009765623,8.416,16776497.0,,,,,
,,8.418,-0.007305335998535156,8.418,16764449.0,,,,,
,,8.42,-0.012006568908691406,8.42,16756233.0,,,,,
,,8.422,-0.009094619750976562,8.422,16761322.0,,,,,
,,8.424,0.002626991271972656,8.424,4591.0,,,,,
,,8.426,0.00835418701171875,8.426,14600.0,,,,,
,,8.428,0.005533790588378906,8.428,9671.0,,,,,
,,8.43,0.0014522552490234375,8.43,2538.0,,,,,
,,8.432,0.000347900390625,8.432,608.0,,,,,
,,8.434,-0.0056625366210937495,8.434,16767320.0,,,,,
,,8.436,-0.010330581665039062,8.436,16759162.0,,,,,
,,8.438,-0.011799430847167969,8.438,16756595.0,,,,,
,,8.44,-0.000640869140625,8.44,16776096.0,,,,,
,,8.442,0.0075777053833007806,8.442,13243.0,,,,,
,,8.444,0.007914161682128907,8.444,13831.0,,,,,
,,8.446,0.0011335372924804687,8.446,1981.0,,,,,
,,8.448,0.001556396484375,8.448,2720.0,,,,,
,,8.45,-0.0021663665771484374,8.45,16773430.0,,,,,
,,8.452,-0.008965873718261718,8.452,16761547.0,,,,,
,,8.454,-0.011415481567382812,8.454,16757266.0,,,,,
,,8.456,-0.003322792053222656,8.456,16771409.0,,,,,
,,8.458,0.004914665222167968,8.458,8589.0,,,,,
,,8.46,0.008528709411621094,8.46,14905.0,,,,,
,,8.462,0.0036741256713867187,8.462,6421.0,,,,,
,,8.464,0.0005624771118164062,8.464,983.0,,,,,
,,8.466,-0.00019512176513671874,8.466,16776875.0,,,,,
,,8.468,-0.006238174438476562,8.468,16766314.0,,,,,
,,8.47,-0.011850929260253907,8.47,16756505.0,,,,,
,,8.472,-0.007713890075683593,8.472,16763735.0,,,,,
,,8.474,0.0031019210815429687,8.474,5421.0,,,,,
,,8.476,0.009511756896972656,8.476,16623.0,,,,,
,,8.478,0.004881477355957031,8.478,8531.0,,,,,
,,8.48,0.002638435363769531,8.48,4611.0,,,,,
,,8.482,0.000524139404296875,8.482,916.0,,,,,
,,8.484,-0.005261421203613281,8.484,16768021.0,,,,,
,,8.486,-0.008940696716308594,8.486,16761591.0,,,,,
,,8.488,-0.011198043823242188,8.488,16757646.0,,,,,
,,8.49,0.00024890899658203125,8.49,435.0,,,,,
,,8.492,0.007696723937988281,8.492,13451.0,,,,,
,,8.494,0.008969306945800781,8.494,15675.0,,,,,
,,8.496,0.006263351440429687,8.496,10946.0,,,,,
,,8.498,0.00016193389892578123,8.498,283.0,,,,,
,,8.5,-0.001938629150390625,8.5,16773828.0,,,,,
,,8.502,-0.008072662353515624,8.502,16763108.0,,,,,
,,8.504,-0.011810874938964844,8.504,16756575.0,,,,,
,,8.506,-0.0021148681640625,8.506,16773520.0,,,,,
,,8.508,0.006036186218261718,8.508,10549.0,,,,,
,,8.51,0.009999275207519531,8.51,17475.0,,,,,
,,8.512,0.005306053161621094,8.512,9273.0,,,,,
,,8.514,0.0026659011840820313,8.514,4659.0,,,,,
,,8.516,0.0015575408935546875,8.516,2722.0,,,,,
,,8.518,-0.005157852172851562,8.518,16768202.0,,,,,
,,8.52,-0.01001129150390625,8.52,16759720.0,,,,,
,,8.522,-0.006154060363769531,8.522,16766461.0,,,,,
,,8.524,0.004792213439941406,8.524,8375.0,,,,,
,,8.526,0.0106658935546875,8.526,18640.0,,,,,
,,8.528,0.007336807250976562,8.528,12822.0,,,,,
,,8.53,0.002784919738769531,8.53,4867.0,,,,,
,,8.532,0.0017864227294921873,8.532,3122.0,,,,,
,,8.534,-0.004109001159667968,8.534,16770035.0,,,,,
,,8.536,-0.01060638427734375,8.536,16758680.0,,,,,
,,8.538,-0.01252155303955078,8.538,16755333.0,,,,,
,,8.54,-0.0008050918579101562,8.54,16775809.0,,,,,
,,8.542,0.007158851623535156,8.542,12511.0,,,,,
,,8.544,0.005577278137207031,8.544,9747.0,,,,,
,,8.546,0.0026670455932617187,8.546,4661.0,,,,,
,,8.548,-0.0009115219116210937,8.548,16775623.0,,,,,
,,8.55,-0.0038703918457031247,8.55,16770452.0,,,,,
,,8.552,-0.00885944366455078,8.552,16761733.0,,,,,
,,8.554,-0.012725830078125,8.554,16754976.0,,,,,
,,8.556,-0.004485511779785156,8.556,16769377.0,,,,,
,,8.558,0.003640937805175781,8.558,6363.0,,,,,
,,8.56,0.006868743896484375,8.56,12004.0,,,,,
,,8.562,0.0026865005493164062,8.562,4695.0,,,,,
,,8.564,0.0007038116455078125,8.564,1230.0,,,,,
,,8.566,-0.0015123367309570312,8.566,16774573.0,,,,,
,,8.568,-0.007810020446777343,8.568,16763567.0,,,,,
,,8.57,-0.01265888214111328,8.57,16755093.0,,,,,
,,8.572,-0.008336448669433593,8.572,16762647.0,,,,,
,,8.574,0.0029102325439453124,8.574,5086.0,,,,,
,,8.576,0.007105636596679687,8.576,12418.0,,,,,
,,8.578,0.004088401794433594,8.578,7145.0,,,,,
,,8.58,9.956359863281249e-05,8.58,174.0,,,,,
,,8.582,-0.0007993698120117187,8.582,16775819.0,,,,,
,,8.584,-0.006421852111816406,8.584,16765993.0,,,,,
,,8.586,-0.011334228515625,8.586,16757408.0,,,,,
,,8.588,-0.011953926086425782,8.588,16756325.0,,,,,
,,8.59,-0.0007307052612304687,8.59,16775939.0,,,,,
,,8.592,0.006194114685058594,8.592,10825.0,,,,,
,,8.594,0.006783485412597656,8.594,11855.0,,,,,
,,8.596,0.0017309188842773438,8.596,3025.0,,,,,
,,8.598,0.0012359619140625,8.598,2160.0,,,,,
,,8.6,-0.0033674240112304688,8.6,16771331.0,,,,,
,,8.602,-0.008642578125,8.602,16762112.0,,,,,
,,8.604,-0.011283302307128906,8.604,16757497.0,,,,,
,,8.606,-0.0027843475341796874,8.606,16772350.0,,,,,
,,8.608,0.005332374572753906,8.608,9319.0,,,,,
,,8.61,0.009874534606933593,8.61,17257.0,,,,,
,,8.612,0.004248619079589844,8.612,7425.0,,,,,
,,8.614,0.002224159240722656,8.614,3887.0,,,,,
,,8.616,0.0011312484741210938,8.616,1977.0,,,,,
,,8.618,-0.003503608703613281,8.618,16771093.0,,,,,
,,8.62,-0.006100845336914062,8.62,16766554.0,,,,,
,,8.622,-0.004041481018066406,8.622,16770153.0,,,,,
,,8.624,0.006690216064453125,8.624,11692.0,,,,,
,,8.626,0.010243606567382811,8.626,17902.0,,,,,
,,8.628,0.009196472167968749,8.628,16072.0,,,,,
,,8.63,0.008008003234863281,8.63,13995.0,,,,,
,,8.632,0.010849571228027344,8.632,18961.0,,,,,
,,8.634,0.007489585876464843,8.634,13089.0,,,,,
,,8.636,0.003577423095703125,8.636,6252.0,,,,,
,,8.638,0.0014986038208007811,8.638,2619.0,,,,,
,,8.64,0.008164787292480468,8.64,14269.0,,,,,
,,8.642,0.009721755981445312,8.642,16990.0,,,,,
,,8.644,0.008304977416992187,8.644,14514.0,,,,,
,,8.646,0.004090690612792968,8.646,7149.0,,,,,
,,8.648,0.005550956726074218,8.648,9701.0,,,,,
,,8.65,-0.0013246536254882812,8.65,16774901.0,,,,,
,,8.652,-0.006556320190429688,8.652,16765758.0,,,,,
,,8.654,-0.013545799255371093,8.654,16753543.0,,,,,
,,8.656,-0.008185958862304688,8.656,16762910.0,,,,,
,,8.658,-0.005995559692382813,8.658,16766738.0,,,,,
,,8.66,-0.0035299301147460934,8.66,16771047.0,,,,,
,,8.662,-0.004356193542480469,8.662,16769603.0,,,,,
,,8.664,-0.002590370178222656,8.664,16772689.0,,,,,
,,8.666,0.00033473968505859375,8.666,585.0,,,,,
,,8.668,-0.002351188659667969,8.668,16773107.0,,,,,
,,8.67,-0.005638504028320312,8.67,16767362.0,,,,,
,,8.672,-0.003110504150390625,8.672,16771780.0,,,,,
,,8.674,0.0017320632934570313,8.674,3027.0,,,,,
,,8.676,0.0035293579101562497,8.676,6168.0,,,,,
,,8.678,-0.0001922607421875,8.678,16776880.0,,,,,
,,8.68,-0.0012926101684570311,8.68,16774957.0,,,,,
,,8.682,0.0019180297851562498,8.682,3352.0,,,,,
,,8.684,0.00012760162353515623,8.684,223.0,,,,,
,,8.686,-0.0038578033447265623,8.686,16770474.0,,,,,
,,8.688,-0.006188392639160156,8.688,16766401.0,,,,,
